,no_neurons,electrode,correlation_coeff,inh_type,exc_type
527,100,21,-0.013933666995116608,FS,LTS
528,100,22,0.013400519149298422,FS,LTS
529,1000,0,0.09963891865572334,FS,LTS
530,1000,1,-0.022587066861971688,FS,LTS
531,1000,2,-0.010873942958912844,FS,LTS
532,1000,3,-0.020896206144136082,FS,LTS
533,1000,4,0.0003183799148558006,FS,LTS
534,1000,5,-0.015605458906549668,FS,LTS
535,1000,6,-0.010414496021857919,FS,LTS
536,1000,7,-0.03359643908755214,FS,LTS
537,1000,8,0.007930936332788997,FS,LTS
538,1000,9,-0.032519811916955785,FS,LTS
539,1000,10,-0.012998747437070007,FS,LTS
540,1000,11,0.026926192601789085,FS,LTS
541,1000,12,0.00316730581873408,FS,LTS
542,1000,13,-0.01204338340178686,FS,LTS
543,1000,14,0.0012113582949648638,FS,LTS
544,1000,15,-0.007063551142400057,FS,LTS
545,1000,16,0.0007488060447221393,FS,LTS
546,1000,17,0.0033293118009094583,FS,LTS
547,1000,18,0.0012117714137341975,FS,LTS
548,1000,19,-0.006625057145681867,FS,LTS
549,1000,20,-0.01074231709735051,FS,LTS
550,1000,21,-0.010814709720770971,FS,LTS
551,1000,22,0.009910555819013194,FS,LTS
552,10,0,0.03698874128496548,FS,RS
553,10,1,-0.027339262997577694,FS,RS
554,10,2,-0.018116565030439572,FS,RS
555,10,3,-0.026415263331755808,FS,RS
556,10,4,-0.0018898444679651036,FS,RS
557,10,5,-0.0006246388702314582,FS,RS
558,10,6,-0.021708649008683294,FS,RS
559,10,7,-0.03610630733618681,FS,RS
560,10,8,0.008847964243624813,FS,RS
561,10,9,-0.0304759773815897,FS,RS
562,10,10,-0.011605973990145839,FS,RS
563,10,11,0.020086426367455012,FS,RS
564,10,12,0.003606239549735643,FS,RS
565,10,13,-0.016387316065178917,FS,RS
566,10,14,-0.0022652308385266284,FS,RS
567,10,15,-0.005078700253718611,FS,RS
568,10,16,-0.0003436950211255115,FS,RS
569,10,17,-8.21697496809241e-06,FS,RS
570,10,18,0.013808956999710005,FS,RS
571,10,19,-0.013712544135821663,FS,RS
572,10,20,-0.01623750286521086,FS,RS
573,10,21,-0.004144167397452307,FS,RS
574,10,22,0.016852474784828753,FS,RS
575,100,0,0.06712820988737107,FS,RS
576,100,1,-0.024672827247283643,FS,RS
577,100,2,-0.012691445186394416,FS,RS
578,100,3,-0.02202041509442371,FS,RS
579,100,4,0.0005927313528310404,FS,RS
580,100,5,-0.019880305029144084,FS,RS
581,100,6,-0.02037246255198817,FS,RS
582,100,7,-0.04133480399204904,FS,RS
583,100,8,0.011093322741131954,FS,RS
584,100,9,-0.033001380339288594,FS,RS
585,100,10,-0.00841467301280879,FS,RS
586,100,11,0.02722823048712648,FS,RS
587,100,12,0.005126371605664562,FS,RS
588,100,13,-0.00913119211380838,FS,RS
589,100,14,0.003396189563031469,FS,RS
590,100,15,-0.0022458549327377944,FS,RS
591,100,16,0.005114960945138403,FS,RS
592,100,17,0.003227025187200231,FS,RS
593,100,18,0.010842649799921939,FS,RS
594,100,19,-0.007982838618681693,FS,RS
595,100,20,-0.020708904500061118,FS,RS
596,100,21,-0.013870206179223177,FS,RS
597,100,22,0.013441259950799169,FS,RS
598,1000,0,0.09958111919536891,FS,RS
599,1000,1,-0.023284673342167182,FS,RS
600,1000,2,-0.011397045687148511,FS,RS
601,1000,3,-0.021684994381562624,FS,RS
602,1000,4,-0.0002931447285456197,FS,RS
603,1000,5,-0.01588088694905189,FS,RS
604,1000,6,-0.01072731992990096,FS,RS
605,1000,7,-0.034552496660348646,FS,RS
